"Date","Bookmaker","Tipster","Sport","Category","Competition","Type of bet","Free bet","Live","Type","Label of bet","Odds","Stake","Gain","Winning bonus","Commission","Profit","State","Closing Odds","Comment"
"05/19/2024 17:40","PlayDoit","Vidente","Tennis","","","","","","Simple","Putinseva",1.88,2250,-2250,"","",-2250,"Lost","",""
"05/19/2024 17:38","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Monterrey",1.33,3000,-3000,"","",-3000,"Lost","",""
"05/19/2024 17:38","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Saltillo ",1.71,3000,-3000,"","",-3000,"Lost","",""
"05/19/2024 16:31","Bet365","DJ Serch","Football","","","","","","Simple","Mixco +1",1.87,3000,-3000,"","",-3000,"Lost","",""
"05/19/2024 16:30","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Over puta NBA ",1.62,1725,-1725,"","",-1725,"Lost","",""
"05/19/2024 14:45","Bet365","Turco","Basketball","","","","","","Simple","U210 puta NBA",1.666,3750,-3750,"","",-3750,"Lost","",""
"05/19/2024 14:31","Bet365","Vidente","Tennis","","","","","","Simple","Zidanzek",1.83,2250,4117.5,"","",1867.5,"Won","",""
"05/19/2024 14:31","Bet365","Vidente","Tennis","","","","","","Simple","Schunk",2.5,2250,-2250,"","",-2250,"Lost","",""
"05/19/2024 14:30","Bet365","Vidente","Tennis","","","","","","Simple","Jorge",1.83,2250,-2250,"","",-2250,"Lost","",""
"05/19/2024 14:29","Bet365","Guatepicks","Football","","","","","","Simple","Rovers",1.7,750,-750,"","",-750,"Lost","",""
"05/19/2024 13:28","Bet365","Yuca","Football","","Guatemala - Guatemala","","","","Simple","Caracha -1",1.825,4500,8212.5,"","",3712.5,"Won","",""
"05/19/2024 13:28","Bet365","DJ Serch","Football","","","","","","Simple","Villarreal ",1.98,1500,2970,"","",1470,"Won","",""
"05/19/2024 07:24","PlayDoit","F1","Formula 1","","","","","","Simple","Vuelta Ana rápido ",2.5,1250,-1250,"","",-1250,"Lost","",""
"05/18/2024 21:54","Bet365","Frosty ","Basketball","","","","","","Simple","Dream",1.66,1500,-1500,"","",-1500,"Lost","",""
"05/18/2024 20:03","PlayDoit","Turco","Baseball","","MLB - USA","","","","Simple","O8 royals ",1.6,3500,-3500,"","",-3500,"Lost","",""
"05/18/2024 19:45","Bet365","Bets Journal","Baseball","","LMB - México ","","","","Simple","O9.5 puto Tijuana ",1.8,7500,-7500,"","",-7500,"Lost","",""
"05/18/2024 16:29","Bet365","Ruy","Football","","2da división  - México ","","","","Simple","O0.75 ",1.75,2250,3937.5,"","",1687.5,"Won","",""
"05/18/2024 16:29","Bet365","Guatepicks","Football","","","","","","Simple","Dimas",2.1,1500,3150,"","",1650,"Won","",""
"05/18/2024 14:16","PlayDoit","DJ Serch","Basketball","","","","","","Simple","Fuerza regida",1.74,1500,2610,"","",1110,"Won","",""
"05/18/2024 14:16","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Royals -1",1.714,3000,5142,"","",2142,"Won","",""
"05/18/2024 13:34","Bet365","Yuca","Football","","Guatemala - Guatemala","","","","Simple","Suchis",1.728,3000,5184,"","",2184,"Won","",""
"05/18/2024 12:55","Bet365","Guatepicks","Football","","","","","","Simple","Cristal",1.61,116,-116,"","",-116,"Lost","",""
"05/18/2024 11:57","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Trevisan -2.5",1.8,2250,4050,"","",1800,"Won","",""
"05/18/2024 11:54","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Burel",2,2250,4500,"","",2250,"Won","",""
"05/18/2024 11:53","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Podoroska",1.8,2250,4050,"","",1800,"Won","",""
"05/18/2024 11:51","PlayDoit","Vidente","Tennis","","","","","","Simple","Berfu",1.91,2250,4297.5,"","",2047.5,"Won","",""
"05/18/2024 09:57","Bet365","Guatepicks","Football","","","","","","Simple","Parlay llanero",2.065,3000,6195,"","",3195,"Won","",""
"05/18/2024 09:55","Bet365","Guatepicks","Football","","","","","","Simple","Suchi muni",1.708,1500,2562,"","",1062,"Won","",""
"05/18/2024 09:52","Bet365","Guatepicks","Football","","","","","","Simple","Guatemala y honduras",1.82,2250,4095,"","",1845,"Won","",""
"05/18/2024 06:21","Bet365","F1","Formula 1","","","","","","Simple","Pendeja f1",2,4000,-4000,"","",-4000,"Lost","",""
"05/18/2024 01:22","Bet365","Dino ","Football","","","","","","Simple","Honffenheim",1.85,2250,4162.5,"","",1912.5,"Won","",""
"05/18/2024 01:22","Bet365","Dino ","Baseball","","","","","","Simple","Bears",1.666,2250,3748.5,"","",1498.5,"Won","",""
"05/17/2024 20:08","PlayDoit","Turco","Baseball","","","","","","Simple","Leon y under yucas",180,3000,-3000,"","",-3000,"Lost","",""
"05/17/2024 18:36","Bet365","Frosty ","Basketball","","","","","","Simple","Mystics ",1.625,1500,2437.5,"","",937.5,"Won","",""
"05/17/2024 18:21","PlayDoit","DJ Serch","Basketball","","","","","","Simple","Tabare",2,900,-900,"","",-900,"Lost","",""
"05/17/2024 15:10","Bet365","Yuca","Football","","","","","","Simple","Xolonia",1.8,3750,-3750,"","",-3750,"Lost","",""
"05/17/2024 15:06","Bet365","Yuca","Football","","","","","","Simple","Buendeliga",1.805,3750,6768.75,"","",3018.75,"Won","",""
"05/17/2024 14:14","PlayDoit","Dino ","Baseball","","LMB - México ","","","","Simple","Yucas",2,1708.33,3416.66,"","",1708.33,"Won","",""
"05/17/2024 13:10","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Brewerrs",1.8,2250,-2250,"","",-2250,"Lost","",""
"05/17/2024 13:07","Bet365","Yuca","Football","","Guatemala - Guatemala","","","","Simple","AFF",1.909,4500,8590.5,"","",4090.5,"Won","",""
"05/17/2024 11:25","PlayDoit","Dino ","Baseball","","LMB - México ","","","","Simple","Diablos y puebla ",1.918,3000,5754,"","",2754,"Won","",""
"05/17/2024 10:53","Bet365","F1","Formula 1","","","","","","Simple","Pendeja F1",7.5,1575,-1575,"","",-1575,"Lost","",""
"05/17/2024 06:14","PlayDoit","F1","Formula 1","","","","","","Simple","Ferrari",5,500,2500,"","",2000,"Won","",""
"05/17/2024 06:08","PlayDoit","F1","Formula 1","","","","","","Simple","McLaren ",6.6,1000,-1000,"","",-1000,"Lost","",""
"05/16/2024 17:14","Bet365","Frosty ","Basketball","","","","","","Simple","O43.5 algo",1.9,1500,-1500,"","",-1500,"Lost","",""
"05/16/2024 16:14","Bet365","Vidente","Tennis","","","","","","Simple","Masarova",1.728,2250,3888,"","",1638,"Won","",""
"05/16/2024 12:13","PlayDoit","Dino ","Baseball","","LMB - México ","","","","Simple","Águila ",1.61,1875,-1875,"","",-1875,"Lost","",""
"05/16/2024 12:08","Bet365","Yuca","Football","","","","","","Simple","Molde",1.869,3500,6541.5,"","",3041.5,"Won","",""
"05/16/2024 11:56","Bet365","Yuca","Football","","","","","","Simple","Start",1.615,3300,-3300,"","",-3300,"Lost","",""
"05/16/2024 11:06","PlayDoit","DJ Serch","Football","","","","","","Simple","Stabaek",2,1500,-1500,"","",-1500,"Lost","",""
"05/16/2024 10:58","PlayDoit","DJ Serch","Football","","","","","","Simple","Odense",1.75,1500,2625,"","",1125,"Won","",""
"05/16/2024 10:57","Pinnacle","Yuca","Football","","","","","","Simple","Biodo brann",1.715,4200,7203,"","",3003,"Won","",""
"05/16/2024 10:04","PlayDoit","DJ Serch","Football","","","","","","Simple","U2.5 ",1.83,1500,-1500,"","",-1500,"Lost","",""
"05/15/2024 22:55","Bet365","Ruy","Football","","2da división  - México ","","","","Simple","0.75 tampico",1.825,2250,3178.13,"","",928.13,"Half Won","",""
"05/15/2024 22:05","Las Vegas en Vivo","DJ Serch","Football","","","","","","Simple","Porto",1.8,1500,-1500,"","",-1500,"Lost","",""
"05/15/2024 21:23","Bet365","Felix","Baseball","","LMB - México ","","","","Simple","U9.5 puto feliz ",1.32,5250,-5250,"","",-5250,"Lost","",""
"05/15/2024 20:58","Bet365","DJ Serch","Football","","","","","","Simple","Real salt lake",1.7,3008,5113.6,"","",2105.6,"Won","",""
"05/15/2024 20:20","Las Vegas en Vivo","Bets Journal","Baseball","","LMB - México ","","","","Simple","U10.5 dos laredos",1.85,6000,11100,"","",5100,"Won","",""
"05/15/2024 20:17","PlayDoit","Bets Journal","Baseball","","LMB - México ","","","","Simple","Dos laredos",1.85,6000,-6000,"","",-6000,"Lost","",""
"05/15/2024 20:09","PlayDoit","Felix","Baseball","","LMB - México ","","","","Simple","Charros puto felix",1.64,6000,-6000,"","",-6000,"Lost","",""
"05/15/2024 19:34","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Laguna y under",1.46,3000,-3000,"","",-3000,"Lost","",""
"05/15/2024 17:43","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Collins",2.36,2250,-2250,"","",-2250,"Lost","",""
"05/15/2024 15:24","Bet365","Dino ","Baseball","","LMB - México ","","","","Simple","Parlay Diablo’s ",1.746,3000,5238,"","",2238,"Won","",""
"05/15/2024 12:31","Bet365","Dino ","Football","","","","","","Simple","Chelsea ",1.95,3000,5850,"","",2850,"Won","",""
"05/15/2024 11:37","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Doncic",1.869,1500,2803.5,"","",1303.5,"Won","",""
"05/15/2024 11:36","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Tigers -1",1.83,2250,-2250,"","",-2250,"Lost","",""
"05/15/2024 11:30","Las Vegas en Vivo","Ruy","Football","","","","","","Simple","U2.5 los cabos",1.91,2250,4297.5,"","",2047.5,"Won","",""
"05/15/2024 10:39","PlayDoit","Yuca","Football","","","","","","Simple","Columbus ",1.68,3000,5040,"","",2040,"Won","",""
"05/15/2024 10:21","Bet365","Guatepicks","Football","","","","","","Simple","Un Toluca ",1.875,1500,-1500,"","",-1500,"Lost","",""
"05/15/2024 09:19","PlayDoit","Vidente","Tennis","","","","","","Simple","Wurth",4.2,1125,-1125,"","",-1125,"Lost","",""
"05/14/2024 22:56","Bet365","Yuca","Football","","","","","","Simple","Luis Suárez ",1.666,3000,4998,"","",1998,"Won","",""
"05/14/2024 21:08","Bet365","Frosty ","Basketball","","","","","","Simple","U170",1.909,1500,2863.5,"","",1363.5,"Won","",""
"05/14/2024 21:05","Bet365","Frosty ","Basketball","","","","","","Simple","U165",1.909,1500,2863.5,"","",1363.5,"Won","",""
"05/14/2024 20:21","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","Saltillo ",1.7,3000,5100,"","",2100,"Won","",""
"05/14/2024 19:02","PlayDoit","DJ Serch","Basketball","","","","","","Simple","Mayaguez",1.71,2250,-2250,"","",-2250,"Lost","",""
"05/14/2024 18:40","Las Vegas en Vivo","Turco","Baseball","","LMB - México ","","","","Simple","O6.5 tigres",1.85,3000,5550,"","",2550,"Won","",""
"05/14/2024 16:12","Bet365","Guatepicks","Football","","","","","","Simple","Ibarra",1.5,1875,2812.5,"","",937.5,"Won","",""
"05/14/2024 14:19","Bet365","Guatepicks","Football","","","","","","Simple","Parlay guate ",1.768,1500,2652,"","",1152,"Won","",""
"05/14/2024 13:24","Bet365","Guatepicks","Football","","","","","","Simple","Barakaldo",1.615,1500,2422.5,"","",922.5,"Won","",""
"05/14/2024 11:01","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Nata",1.8,2250,4050,"","",1800,"Won","",""
"05/14/2024 01:39","Bet365","Dino ","Baseball","","","","","","Simple","Lions ",1.66,750,-750,"","",-750,"Lost","",""
"05/13/2024 21:21","Bet365","Dino ","Football","","","","","","Simple","Dodgers y city ",1.955,3000,5865,"","",2865,"Won","",""
"05/13/2024 18:36","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Mets",1.87,3000,-3000,"","",-3000,"Lost","",""
"05/13/2024 18:36","Bet365","Turco","Baseball","","MLB - USA","","","","Simple","Parlay mlb ",1.74,2250,-2250,"","",-2250,"Lost","",""
"05/13/2024 15:19","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Cubs",1.714,2250,3856.5,"","",1606.5,"Won","",""
"05/13/2024 15:17","Bet365","Vidente","Tennis","","","","","","Simple","Guiomar",3.75,1125,4218.75,"","",3093.75,"Won","",""
"05/13/2024 15:17","Bet365","Vidente","Tennis","","","","","","Simple","Elsa",1.615,2625,4239.38,"","",1614.38,"Won","",""
"05/13/2024 13:14","Las Vegas en Vivo","Ramiro","Baseball","","LMB - México ","","","","Simple","O10.5 diablos",1.91,7500,14325,"","",6825,"Won","",""
"05/13/2024 13:10","PlayDoit","Turco","Baseball","","LMB - México ","","","","Simple","O10.5 diablos ",1.92,4500,8640,"","",4140,"Won","",""
"05/13/2024 02:43","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Giddey",1.83,1500,-1500,"","",-1500,"Lost","",""
"05/12/2024 17:56","Bet365","Turco","Baseball","","LMB - México ","","","","Simple","Tabasco",1.74,3750,6525,"","",2775,"Won","",""
"05/12/2024 17:41","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Gordon",1.869,1500,2803.5,"","",1303.5,"Won","",""
"05/12/2024 16:55","PlayDoit","Turco","Baseball","","","","","","Simple","U9.5 leon ",1.64,3750,6150,"","",2400,"Won","",""
"05/12/2024 16:00","PlayDoit","DJ Serch","Football","","","","","","Simple","Sporting +1",1.7,2250,3825,"","",1575,"Won","",""
"05/12/2024 15:04","Bet365","Vidente","Tennis","","","","","","Simple","Colynets",1.83,2250,4117.5,"","",1867.5,"Won","",""
"05/12/2024 15:02","Bet365","DJ Serch","Football","","","","","","Simple","Moto ",1.9,2250,4275,"","",2025,"Won","",""
"05/12/2024 14:08","PlayDoit","Vidente","Tennis","","","","","","Simple","Felix ",1.76,2250,3960,"","",1710,"Won","",""
"05/12/2024 13:27","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Twins ",1.988,3000,5964,"","",2964,"Won","",""
"05/11/2024 22:17","Bet365","Yuca","Football","","","","","","Simple","Puta madre yuca bran O2.75",1.85,6000,-6000,"","",-6000,"Lost","",""
"05/11/2024 21:18","Bet365","DJ Serch","Football","","","","","","Simple","Olimpia",1.625,3000,4875,"","",1875,"Won","",""
"05/11/2024 20:22","Las Vegas en Vivo","Ruy","Football","","2da división  - México ","","","","Simple","Venados +1.5",1.625,2250,3656.25,"","",1406.25,"Won","",""
"05/11/2024 20:10","Las Vegas en Vivo","Ruy","Football","","2da división  - México ","","","","Simple","O2 alacranes",1.87,2250,-2250,"","",-2250,"Lost","",""
"05/11/2024 20:01","Bet365","Vidente","Tennis","","","","","","Simple","Dayan",7,1125,-1125,"","",-1125,"Lost","",""
"05/11/2024 20:01","Bet365","Vidente","Tennis","","","","","","Simple","Svitolina",1.728,2250,3888,"","",1638,"Won","",""
"05/11/2024 19:27","Bet365","Yuca","Football","","","","","","Simple","Inter Miami ",1.83,3600,6588,"","",2988,"Won","",""
"05/11/2024 19:02","Bet365","Ramiro","Baseball","","LMB - México ","","","","Simple","U7.5",1.76,7650,13464,"","",5814,"Won","",""
"05/11/2024 18:53","Bet365","Titi Henry ","Football","","","","","","Simple","Luces -1",1.95,1500,2925,"","",1425,"Won","",""
"05/11/2024 18:08","Bet365","Vidente","Tennis","","","","","","Simple","Babosa",2.62,2250,-2250,"","",-2250,"Lost","",""
"05/11/2024 18:08","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Svitolina",1.67,2250,3757.5,"","",1507.5,"Won","",""
"05/11/2024 17:47","Bet365","Ruy","Football","","2da división  - México ","","","","Simple","Puta segund ",1.36,1500,-1500,"","",-1500,"Lost","",""
"05/11/2024 17:23","Bet365","Titi Henry ","Football","","","","","","Simple","Colchagua",1.875,1500,-1500,"","",-1500,"Lost","",""
"05/11/2024 16:30","Bet365","DavidM","Football","","","","","","Simple","Error cheese ",1.625,2250,-2250,"","",-2250,"Lost","",""
"05/11/2024 16:15","Bet365","DJ Serch","Football","","","","","","Simple","CAi",1.7,2250,-2250,"","",-2250,"Lost","",""
"05/11/2024 16:05","Bet365","Guatepicks","Football","","","","","","Simple","Parlay horrible ",1.711,3000,5133,"","",2133,"Won","",""
"05/11/2024 15:26","Bet365","Yuca","Football","","Guatemala - Guatemala","","","","Simple","Pinulteca",1.728,4140,-4140,"","",-4140,"Lost","",""
"05/11/2024 13:39","PlayDoit","Titi Henry ","Football","","","","","","Simple","Aves blancas ",1.78,1500,-1500,"","",-1500,"Lost","",""
"05/11/2024 13:39","PlayDoit","Titi Henry ","Football","","","","","","Simple","Águila ",1.95,1500,2925,"","",1425,"Won","",""
"05/11/2024 12:17","Bet365","Dino ","Baseball","","LMB - México ","","","","Simple","Puebla y mTY",2,2250,-2250,"","",-2250,"Lost","",""
"05/11/2024 12:15","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies",1.714,3000,5142,"","",2142,"Won","",""
"05/11/2024 12:14","Bet365","DJ Serch","Football","","","","","","Simple","U3.5 putos",1.725,2250,-2250,"","",-2250,"Lost","",""
"05/11/2024 11:32","PlayDoit","Ruy","Football","","2da división  - México ","","","","Simple","Porto",1.87,2250,4207.5,"","",1957.5,"Won","",""
"05/11/2024 11:22","PlayDoit","Dino ","Baseball","","LMB - México ","","","","Simple","Monclova ",1.53,3000,4590,"","",1590,"Won","",""
"05/11/2024 11:19","PlayDoit","Dino ","Baseball","","","","","","Simple","Leon ",1.81,3750,6787.5,"","",3037.5,"Won","",""
"05/11/2024 02:53","Bet365","DavidM","Tennis","","","","","","Simple","Parlay mierda ",1.75,1500,2625,"","",1125,"Won","",""
"05/11/2024 01:26","Bet365","Dino ","Football","","","","","","Simple","City ",1.825,3000,4237.5,"","",1237.5,"Half Won","",""
"05/11/2024 01:06","Bet365","Dino ","Baseball","","","","","","Simple","U5.5 kbo",1.83,3000,5490,"","",2490,"Won","",""
"05/11/2024 00:57","Bet365","Dino ","Football","","","","","","Simple","Newcastle",1.91,3000,-3000,"","",-3000,"Lost","",""
"05/10/2024 20:26","Bet365","Yuca","Football","","","","","","Simple","O2.75 ranheim",1.75,3540,6195,"","",2655,"Won","",""
"05/10/2024 18:23","Bet365","Guatepicks","Football","","","","","","Simple","Guatepicks",2,1500,-1500,"","",-1500,"Lost","",""
"05/10/2024 17:21","PlayDoit","Yuca","Football","","","","","","Simple","Columbus",1.85,3600,-3600,"","",-3600,"Lost","",""
"05/10/2024 16:21","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","O205 nuggets",1.909,1500,2863.5,"","",1363.5,"Won","",""
"05/10/2024 15:54","Bet365","DJ Serch","Football","","","","","","Simple","Empate ",2.1,1500,3150,"","",1650,"Won","",""
"05/10/2024 15:18","Bet365","Guatepicks","Football","","","","","","Simple","River corners ",2.5,1500,3750,"","",2250,"Won","",""
"05/10/2024 15:10","Bet365","Guatepicks","Football","","","","","","Simple","River ",1.666,2250,3748.5,"","",1498.5,"Won","",""
"05/10/2024 15:03","Bet365","Titi Henry ","Football","","","","","","Simple","River -1",1.875,1500,2812.5,"","",1312.5,"Won","",""
"05/10/2024 13:43","PlayDoit","Dino ","Baseball","","LMB - México ","","","","Simple","Diablos",2366,2,4732,"","",4730,"Won","",""
"05/10/2024 12:50","PlayDoit","Dino ","Football","","","","","","Simple","Brest y Durango ",1.88,2250,-2250,"","",-2250,"Lost","",""
"05/10/2024 12:44","Bet365","","Tennis","","","","","","Simple","Gigante ",1.8,3000,-3000,"","",-3000,"Lost","",""
"05/10/2024 12:44","Las Vegas en Vivo","Ramiro","Baseball","","LMB - México ","","","","Simple","12.5 puto chihuahuas ",1.91,7500,-7500,"","",-7500,"Lost","",""
"05/10/2024 12:31","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Astros",1.666,3375,5622.75,"","",2247.75,"Won","",""
"05/10/2024 12:29","Bet365","Guatepicks","Football","","","","","","Simple","Parlay raro x2",1.6,1500,2400,"","",900,"Won","",""
"05/10/2024 12:28","Bet365","Guatepicks","Football","","","","","","Simple","Parlay raro",1.73,1500,2595,"","",1095,"Won","",""
"05/09/2024 22:24","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Mavs",1.83,1500,2745,"","",1245,"Won","",""
"05/09/2024 18:40","Bet365","Vidente","Tennis","","","","","","Simple","Beatriz",1.9,2250,-2250,"","",-2250,"Lost","",""
"05/09/2024 17:41","Bet365","DJ Serch","Football","","","","","","Simple","Limeño",1.875,2250,4218.75,"","",1968.75,"Won","",""
"05/09/2024 13:58","Bet365","Dino ","Football","","","","","","Simple","Parlay rico",1.845,3000,5535,"","",2535,"Won","",""
"05/09/2024 13:47","Bet365","Vidente","Tennis","","","","","","Simple","Tauson",1.9,2250,-2250,"","",-2250,"Lost","",""
"05/09/2024 13:45","Bet365","Ruy","Football","","2da división  - México ","","","","Simple","Mineros ",1.776,2250,3996,"","",1746,"Won","",""
"05/09/2024 11:36","Bet365","Yuca","Football","","","","","","Simple","Puto Bochum puto yuca",1.8,3750,-3750,"","",-3750,"Lost","",""
"05/09/2024 11:34","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Yamstremska",1.8,2250,4050,"","",1800,"Won","",""
"05/09/2024 10:12","Las Vegas en Vivo","Felix","Baseball","","LMB - México ","","","","Simple","U12.5 mty",1.85,6750,-6750,"","",-6750,"Lost","",""
"05/08/2024 20:56","Las Vegas en Vivo","Ruy","Football","","","","","","Simple","O2 porto",1.73,2250,3892.5,"","",1642.5,"Won","",""
"05/08/2024 19:43","Bet365","Ruy","Football","","2da división  - México ","","","","Simple","Los cabos",1.925,2250,3290.63,"","",1040.63,"Half Won","",""
"05/08/2024 18:30","Las Vegas en Vivo","Ramiro","Baseball","","LMB - México ","","","","Simple","Yucatán ",1.5,10000,15000,"","",5000,"Won","",""
"05/08/2024 17:08","Bet365","DJ Serch","Football","","","","","","Simple","Guayaquil",1.83,1500,-1500,"","",-1500,"Lost","",""
"05/08/2024 15:28","PlayDoit","Felix","Baseball","","LMB - México ","","","","Simple","Oaxaca",1.71,5446.22,-5446.22,"","",-5446.22,"Lost","",""
"05/08/2024 14:05","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Brunson",2,1000,2000,"","",1000,"Won","",""
"05/08/2024 13:40","Pinnacle","Yuca","Football","","Guatemala - Guatemala","","","","Simple","Pajapita",1.85,1000,1850,"","",850,"Won","",""
"05/08/2024 13:01","Bet365","DJ Serch","Football","","","","","","Simple","U2.5 tampoco madero",1.975,1500,2962.5,"","",1462.5,"Won","",""
"05/08/2024 12:34","Las Vegas en Vivo","Felix","Baseball","","LMB - México ","","","","Simple","Tijuana -1",1.88,6750,-6750,"","",-6750,"Lost","",""
"05/08/2024 11:52","Bet365","Vidente","Tennis","","","","","","Simple","Avanesyan",2.1,2250,-2250,"","",-2250,"Lost","",""
"05/08/2024 11:52","Bet365","Vidente","Baseball","","","","","","Simple","Frujidrtova",2,2250,-2250,"","",-2250,"Lost","",""
"05/08/2024 11:44","Bet365","Guatepicks","Football","","","","","","Simple","Iquique y dodgers",2.07,3000,6210,"","",3210,"Won","",""
"05/08/2024 11:43","Bet365","Guatepicks","Football","","","","","","Simple","Santiago morning -4",1.75,1500,2625,"","",1125,"Won","",""
"05/08/2024 11:43","Bet365","Guatepicks","Football","","","","","","Simple","O4.5 corners 1H",1.6,2250,3600,"","",1350,"Won","",""
"05/08/2024 11:28","Bet365","Guatepicks","Football","","","","","","Simple","Santiago morning -2.5",1.975,2250,4443.75,"","",2193.75,"Won","",""
"05/08/2024 11:28","Bet365","Guatepicks","Football","","","","","","Simple","Iquique 1H",1.7,2250,3825,"","",1575,"Won","",""
"05/08/2024 10:00","PlayDoit","Dino ","Baseball","","MLB - USA","","","","Simple","Phillies -1",1.83,2250,-2250,"","",-2250,"Lost","",""
"05/08/2024 00:41","PlayDoit","Dino ","Baseball","","","","","","Simple","U11 twins",1.83,1500,2745,"","",1245,"Won","",""
"05/07/2024 20:34","Bet365","Dino ","Football","","","","","","Simple","Dodgers y Madrid ",1.852,3750,6945,"","",3195,"Won","",""
"05/07/2024 19:25","Las Vegas en Vivo","","Tennis","","","","","","Simple","Nardi",1.91,3000,5730,"","",2730,"Won","",""
"05/07/2024 18:18","Bet365","Guatepicks","Football","","","","","","Simple","U católica ",1.66,2250,-2250,"","",-2250,"Lost","",""
"05/07/2024 18:17","Bet365","Guatepicks","Football","","","","","","Simple","Overs",1.763,1500,2644.5,"","",1144.5,"Won","",""
"05/07/2024 18:17","Las Vegas en Vivo","Felix","Baseball","","LMB - México ","","","","Simple","Puebla +1.5",1.55,6000,9300,"","",3300,"Won","",""
"05/07/2024 18:16","Las Vegas en Vivo","Felix","Baseball","","LMB - México ","","","","Simple","Pericos ML",2.1,1500,3150,"","",1650,"Won","",""
"05/07/2024 17:50","Bet365","Frosty ","Basketball","","","","","","Simple","U1.675",1.909,1500,2863.5,"","",1363.5,"Won","",""
"05/07/2024 17:22","Bet365","Felix","Baseball","","LMB - México ","","","","Simple","Tijuana",1.575,3344,5266.8,"","",1922.8,"Won","",""
"05/07/2024 17:05","Bet365","Frosty ","Basketball","","","","","","Simple","U163.5",1.909,1500,2863.5,"","",1363.5,"Won","",""
"05/07/2024 17:02","Bet365","Frosty ","Basketball","","NBA - USA","","","","Simple","Tim over",1.83,1500,-1500,"","",-1500,"Lost","",""
"05/07/2024 16:22","Las Vegas en Vivo","Felix","Baseball","","LMB - México ","","","","Simple","Toros -1.50",2.05,1906,3907.3,"","",2001.3,"Won","",""
"05/07/2024 16:06","Las Vegas en Vivo","Ramiro","Baseball","","LMB - México ","","","","Simple","Sarape",1.68,9000,15120,"","",6120,"Won","",""
"05/07/2024 14:11","Bet365","Dino ","Baseball","","MLB - USA","","","","Simple","Guardians",1.769,2250,-2250,"","",-2250,"Lost","",""
"05/07/2024 13:30","Bet365","Dino ","Baseball","","LMB - México ","","","","Simple","Rojos pendejos",2.05,2250,-2250,"","",-2250,"Lost","",""
"05/07/2024 13:23","PlayDoit","Yuca","Football","","","","","","Simple","NAC Breda",1.73,4110,-4110,"","",-4110,"Lost","",""
"05/07/2024 13:22","PlayDoit","Yuca","Football","","","","","","Simple","MVV",1.81,3690,6678.9,"","",2988.9,"Won","",""
"05/07/2024 12:03","Bet365","Guatepicks","Football","","","","","","Simple","Chinaltenango y Dodgers ",1.769,2250,3980.25,"","",1730.25,"Won","",""
"05/07/2024 12:01","Bet365","Guatepicks","Football","","","","","","Simple","Chimaltenango",1.666,1500,2499,"","",999,"Won","",""
"05/07/2024 11:24","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Babosa ",2.1,2250,4725,"","",2475,"Won","",""
"05/07/2024 10:36","Bet365","Yuca","Football","","Guatemala - Guatemala","","","","Simple","Pajapita",2.1,5000,10500,"","",5500,"Won","",""
"05/07/2024 10:32","Bet365","Yuca","Football","","Guatemala - Guatemala","","","","Simple","Chimaltenango",2.3,3000,6900,"","",3900,"Won","",""
"05/07/2024 10:23","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Pidete una miche 8",1.73,2250,3892.5,"","",1642.5,"Won","",""
"05/07/2024 02:21","PlayDoit","Vidente","Tennis","","","","","","Simple","Shapalov",2.12,2250,-2250,"","",-2250,"Lost","",""
"05/06/2024 22:43","PlayDoit","Dino ","Baseball","","","","","","Simple","Twins -1 F5",1.8,1500,-1500,"","",-1500,"Lost","",""
"05/06/2024 22:19","Bet365","Vidente","Tennis","","","","","","Simple","Krunic",2.62,2250,-2250,"","",-2250,"Lost","",""
"05/06/2024 18:30","Las Vegas en Vivo","Vidente","Tennis","","","","","","Simple","Fruhirtova",2.1,2250,4725,"","",2475,"Won","",""
